Action	Source IP	Destination IP	Protocol	Reason
Blocked	192.168.0.215	51.104.15.252	6	IP Manually Blocked
Allowed	192.168.0.118	224.0.0.251	17	
Blocked	192.168.0.215	51.104.15.252	6	IP Manually Blocked
Blocked	192.168.0.215	51.104.15.252	6	IP Manually Blocked
Blocked	192.168.0.215	51.104.15.252	6	IP Manually Blocked
Blocked	192.168.0.215	51.104.15.252	6	IP Manually Blocked
Blocked	192.168.0.215	51.104.15.252	6	IP Manually Blocked
Blocked	192.168.0.215	51.104.15.252	6	IP Manually Blocked
Blocked	192.168.0.215	51.104.15.252	6	IP Manually Blocked
Blocked	192.168.0.215	51.104.15.252	6	IP Manually Blocked
Blocked	51.104.15.252	192.168.0.215	6	IP Manually Blocked
Blocked	192.168.0.215	51.104.15.252	6	IP Manually Blocked
Blocked	51.104.15.252	192.168.0.215	6	IP Manually Blocked
Blocked	51.104.15.252	192.168.0.215	6	IP Manually Blocked
Blocked	51.104.15.252	192.168.0.215	6	IP Manually Blocked
Blocked	51.104.15.252	192.168.0.215	6	IP Manually Blocked
Blocked	192.168.0.215	51.104.15.252	6	IP Manually Blocked
Blocked	51.104.15.252	192.168.0.215	6	IP Manually Blocked
Blocked	192.168.0.215	51.104.15.252	6	IP Manually Blocked
Blocked	51.104.15.252	192.168.0.215	6	IP Manually Blocked
Blocked	192.168.0.215	51.104.15.252	6	IP Manually Blocked
